date,cluster,cluster_description,daily_return
2002-04-25 00:00:00+05:30,2,Sideways/Low Volatility,-0.0146678792353613
2002-04-26 00:00:00+05:30,2,Sideways/Low Volatility,0.0028328611898018
2002-04-29 00:00:00+05:30,2,Sideways/Low Volatility,-0.021140878439949
2002-04-30 00:00:00+05:30,2,Sideways/Low Volatility,0.0095885309998138
2002-05-02 00:00:00+05:30,2,Sideways/Low Volatility,0.0081143384047948
2002-05-03 00:00:00+05:30,2,Sideways/Low Volatility,0.0033385164181836
2002-05-06 00:00:00+05:30,2,Sideways/Low Volatility,0.0036464743151465
2002-05-07 00:00:00+05:30,0,Uptrend/Profitable,0.0088559880103546
2002-05-08 00:00:00+05:30,0,Uptrend/Profitable,0.006203295219231
2002-05-09 00:00:00+05:30,0,Uptrend/Profitable,0.0089478252310775
2002-05-10 00:00:00+05:30,0,Uptrend/Profitable,-0.0099238198281288
2002-05-13 00:00:00+05:30,0,Uptrend/Profitable,0.0029111429595127
2002-05-14 00:00:00+05:30,0,Uptrend/Profitable,-0.004072701290582
2002-05-15 00:00:00+05:30,0,Uptrend/Profitable,-0.0065375888941699
2002-05-16 00:00:00+05:30,2,Sideways/Low Volatility,-0.0135403502437263
2002-05-17 00:00:00+05:30,2,Sideways/Low Volatility,-0.0019674231332356
2002-05-20 00:00:00+05:30,2,Sideways/Low Volatility,-0.0149543849997709
2002-05-21 00:00:00+05:30,2,Sideways/Low Volatility,-0.0234004132769884
2002-05-22 00:00:00+05:30,2,Sideways/Low Volatility,-0.0037171178040412
2002-05-23 00:00:00+05:30,2,Sideways/Low Volatility,-0.0177461015976274
2002-05-24 00:00:00+05:30,2,Sideways/Low Volatility,0.0392013635256878
2002-05-27 00:00:00+05:30,2,Sideways/Low Volatility,-0.0040299906279287
2002-05-28 00:00:00+05:30,2,Sideways/Low Volatility,-0.0230544838618612
2002-05-29 00:00:00+05:30,2,Sideways/Low Volatility,0.0033230591408206
2002-05-30 00:00:00+05:30,2,Sideways/Low Volatility,-0.0091201459223347
2002-05-31 00:00:00+05:30,2,Sideways/Low Volatility,-0.0032456522792231
2002-06-03 00:00:00+05:30,2,Sideways/Low Volatility,0.0106434681181959
2002-06-04 00:00:00+05:30,2,Sideways/Low Volatility,0.0054339985573454
2002-06-05 00:00:00+05:30,2,Sideways/Low Volatility,0.0179835469676679
2002-06-06 00:00:00+05:30,2,Sideways/Low Volatility,0.0001315542191315
2002-06-07 00:00:00+05:30,2,Sideways/Low Volatility,-0.0146005975534133
2002-06-10 00:00:00+05:30,0,Uptrend/Profitable,0.020118230358505
2002-06-11 00:00:00+05:30,0,Uptrend/Profitable,0.0253762033834936
2002-06-12 00:00:00+05:30,0,Uptrend/Profitable,-0.0038740257964541
2002-06-13 00:00:00+05:30,0,Uptrend/Profitable,-0.0091142020497804
2002-06-14 00:00:00+05:30,0,Uptrend/Profitable,0.0026412027631046
2002-06-17 00:00:00+05:30,0,Uptrend/Profitable,0.0029474072027264
2002-06-18 00:00:00+05:30,0,Uptrend/Profitable,-0.0128110937643494
2002-06-19 00:00:00+05:30,0,Uptrend/Profitable,-0.0112098237127308
2002-06-20 00:00:00+05:30,0,Uptrend/Profitable,0.0067268792925014
2002-06-21 00:00:00+05:30,2,Sideways/Low Volatility,-0.0070090182701743
2002-06-24 00:00:00+05:30,2,Sideways/Low Volatility,-0.0006682038492306
2002-06-25 00:00:00+05:30,2,Sideways/Low Volatility,-0.0060649438710161
2002-06-26 00:00:00+05:30,2,Sideways/Low Volatility,-0.0106120902027667
2002-06-27 00:00:00+05:30,2,Sideways/Low Volatility,0.0041658686075463
2002-06-28 00:00:00+05:30,2,Sideways/Low Volatility,0.0088217061656572
2002-07-01 00:00:00+05:30,2,Sideways/Low Volatility,0.0105407449423331
2002-07-02 00:00:00+05:30,2,Sideways/Low Volatility,-0.0008419477056925
2002-07-03 00:00:00+05:30,0,Uptrend/Profitable,0.0017321286456628
